joint,x,y,z
899,26.700000000000003,0.0,129.0
900,29.4,0.0,129.0
901,2.7,7.700000000000001,129.0
902,2.7,15.400000000000002,129.0
903,2.7,24.0,129.0
904,2.7,31.7,129.0
905,2.7,39.4,129.0
906,11.0,7.700000000000001,129.0
907,11.0,15.400000000000002,129.0
908,11.0,24.0,129.0
909,11.0,31.7,129.0
910,11.0,39.4,129.0
911,14.7,7.700000000000001,129.0
912,14.7,15.400000000000002,129.0
913,14.7,24.0,129.0
914,14.7,31.7,129.0
915,14.7,39.4,129.0
916,18.4,7.700000000000001,129.0
917,18.4,15.400000000000002,129.0
918,18.4,24.0,129.0
919,18.4,31.7,129.0
920,18.4,39.4,129.0
921,26.7,7.700000000000001,129.0
922,26.7,15.400000000000002,129.0
923,26.7,24.0,129.0
924,26.7,31.7,129.0
925,26.7,39.4,129.0
926,29.4,7.700000000000001,129.0
927,29.4,15.400000000000002,129.0
928,29.4,24.0,129.0
929,29.4,31.7,129.0
930,29.4,39.4,129.0
931,0.0,0.0,135.0
932,0.0,7.700000000000001,135.0
933,0.0,15.400000000000002,135.0
934,0.0,24.0,135.0
935,0.0,31.7,135.0
936,0.0,39.4,135.0
937,2.6999999999999997,0.0,135.0
938,11.0,0.0,135.0
939,14.699999999999998,0.0,135.0
940,18.4,0.0,135.0
941,26.700000000000003,0.0,135.0
942,29.4,0.0,135.0
943,2.7,7.700000000000001,135.0
944,2.7,15.400000000000002,135.0
945,2.7,24.0,135.0
946,2.7,31.7,135.0
947,2.7,39.4,135.0
948,11.0,7.700000000000001,135.0
949,11.0,15.400000000000002,135.0
950,11.0,24.0,135.0
951,11.0,31.7,135.0
952,11.0,39.4,135.0
953,14.7,7.700000000000001,135.0
954,14.7,15.400000000000002,135.0
955,14.7,24.0,135.0
956,14.7,31.7,135.0
957,14.7,39.4,135.0
958,18.4,7.700000000000001,135.0
959,18.4,15.400000000000002,135.0
960,18.4,24.0,135.0
961,18.4,31.7,135.0
962,18.4,39.4,135.0
963,26.7,7.700000000000001,135.0
964,26.7,15.400000000000002,135.0
965,26.7,24.0,135.0
966,26.7,31.7,135.0
967,26.7,39.4,135.0
968,29.4,7.700000000000001,135.0
969,29.4,15.400000000000002,135.0
970,29.4,24.0,135.0
971,29.4,31.7,135.0
972,29.4,39.4,135.0
973,0.0,0.0,141.0
974,0.0,7.700000000000001,141.0
975,0.0,15.400000000000002,141.0
976,0.0,24.0,141.0
977,0.0,31.7,141.0
978,0.0,39.4,141.0
979,2.6999999999999997,0.0,141.0
980,11.0,0.0,141.0
981,14.699999999999998,0.0,141.0
982,18.4,0.0,141.0
983,26.700000000000003,0.0,141.0
984,29.4,0.0,141.0
985,2.7,7.700000000000001,141.0
986,2.7,15.400000000000002,141.0
987,2.7,24.0,141.0
988,2.7,31.7,141.0
989,2.7,39.4,141.0
990,11.0,7.700000000000001,141.0
991,11.0,15.400000000000002,141.0
992,11.0,24.0,141.0
993,11.0,31.7,141.0
994,11.0,39.4,141.0
995,14.7,7.700000000000001,141.0
996,14.7,15.400000000000002,141.0
997,14.7,24.0,141.0
998,14.7,31.7,141.0
999,14.7,39.4,141.0
1000,18.4,7.700000000000001,141.0
1001,18.4,15.400000000000002,141.0
1002,18.4,24.0,141.0
1003,18.4,31.7,141.0
1004,18.4,39.4,141.0
1005,26.7,7.700000000000001,141.0
1006,26.7,15.400000000000002,141.0
1007,26.7,24.0,141.0
1008,26.7,31.7,141.0
1009,26.7,39.4,141.0
1010,29.4,7.700000000000001,141.0
1011,29.4,15.400000000000002,141.0
1012,29.4,24.0,141.0
1013,29.4,31.7,141.0
1014,29.4,39.4,141.0
1015,0.0,0.0,147.0
1016,0.0,7.700000000000001,147.0
1017,0.0,15.400000000000002,147.0
1018,0.0,24.0,147.0
1019,0.0,31.7,147.0
1020,0.0,39.4,147.0
1021,2.6999999999999997,0.0,147.0
1022,11.0,0.0,147.0
1023,14.699999999999998,0.0,147.0
1024,18.4,0.0,147.0
1025,26.700000000000003,0.0,147.0
1026,29.4,0.0,147.0
1027,2.7,7.700000000000001,147.0
1028,2.7,15.400000000000002,147.0
1029,2.7,24.0,147.0
1030,2.7,31.7,147.0
1031,2.7,39.4,147.0
1032,11.0,7.700000000000001,147.0
1033,11.0,15.400000000000002,147.0
1034,11.0,24.0,147.0
1035,11.0,31.7,147.0
1036,11.0,39.4,147.0
1037,14.7,7.700000000000001,147.0
1038,14.7,15.400000000000002,147.0
1039,14.7,24.0,147.0
1040,14.7,31.7,147.0
1041,14.7,39.4,147.0
1042,18.4,7.700000000000001,147.0
1043,18.4,15.400000000000002,147.0
1044,18.4,24.0,147.0
1045,18.4,31.7,147.0
1046,18.4,39.4,147.0
1047,26.7,7.700000000000001,147.0
1048,26.7,15.400000000000002,147.0
1049,26.7,24.0,147.0
1050,26.7,31.7,147.0
1051,26.7,39.4,147.0
1052,29.4,7.700000000000001,147.0
1053,29.4,15.400000000000002,147.0
1054,29.4,24.0,147.0
1055,29.4,31.7,147.0
1056,29.4,39.4,147.0
1057,0.0,0.0,153.0
1058,0.0,7.700000000000001,153.0
1059,0.0,15.400000000000002,153.0
1060,0.0,24.0,153.0
1061,0.0,31.7,153.0
1062,0.0,39.4,153.0
1063,2.6999999999999997,0.0,153.0
1064,11.0,0.0,153.0
1065,14.699999999999998,0.0,153.0
1066,18.4,0.0,153.0
1067,26.700000000000003,0.0,153.0
1068,29.4,0.0,153.0
1069,2.7,7.700000000000001,153.0
1070,2.7,15.400000000000002,153.0
1071,2.7,24.0,153.0
1072,2.7,31.7,153.0
1073,2.7,39.4,153.0
1074,11.0,7.700000000000001,153.0
1075,11.0,15.400000000000002,153.0
1076,11.0,24.0,153.0
1077,11.0,31.7,153.0
1078,11.0,39.4,153.0
1079,14.7,7.700000000000001,153.0
1080,14.7,15.400000000000002,153.0
1081,14.7,24.0,153.0
1082,14.7,31.7,153.0
1083,14.7,39.4,153.0
1084,18.4,7.700000000000001,153.0
1085,18.4,15.400000000000002,153.0
1086,18.4,24.0,153.0
1087,18.4,31.7,153.0
1088,18.4,39.4,153.0
1089,26.7,7.700000000000001,153.0
1090,26.7,15.400000000000002,153.0
1091,26.7,24.0,153.0
1092,26.7,31.7,153.0
1093,26.7,39.4,153.0
1094,29.4,7.700000000000001,153.0
1095,29.4,15.400000000000002,153.0
1096,29.4,24.0,153.0
1097,29.4,31.7,153.0
1098,29.4,39.4,153.0
1099,11.0,19.7,141.0
1100,11.0,19.7,153.0
1101,11.0,19.7,105.0
1102,11.0,19.7,111.0
1103,11.0,19.7,69.0
1104,11.0,19.7,75.0
1105,11.0,19.7,33.0
1106,11.0,19.7,39.0
1107,18.4,19.7,153.0
1108,18.4,19.7,141.0
1109,18.4,19.7,33.0
1110,18.4,19.7,39.0
1111,18.4,19.7,105.0
1112,18.4,19.7,111.0
1113,18.4,19.7,69.0
1114,18.4,19.7,75.0
1115,14.7,19.7,33.0
1116,14.7,19.7,39.0
1117,14.7,19.7,69.0
1118,14.7,19.7,75.0
1119,14.7,19.7,105.0
1120,14.7,19.7,111.0
1121,14.7,19.7,141.0
1143,14.7,19.7,153.0
